PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
351,1,1,"Moore, Rev. Thomas",male,27.1,2,2,440534,118.33,G112,C
352,0,3,"Wilson, Dr. James",male,32.1,3,3,434941,9.82,E198,S
353,1,1,"Davis, Rev. William",male,,4,0,328884,46.74,A87,S
354,0,1,"Johnson, Dr. Henry",male,0.4,2,3,733161,52.29,,C
355,0,3,"Johnson, Master. Joseph",male,,4,2,596082,11.95,,S
356,1,1,"Brown, Dr. Frank",male,0.4,4,0,521277,138.55,B38,S
357,1,1,"Davis, Dr. Alice",female,29.4,2,3,35276,95.8,D72,S
358,1,1,"Brown, Ms. Ida",female,52.4,2,1,119000,72.8,F141,Q
359,1,2,"Miller, Master. George",male,26.2,0,2,17381,26.0,,S
360,0,3,"Garcia, Rev. Henry",male,8.4,1,2,851744,9.62,,S
361,0,1,"Jackson, Ms. Emma",female,,4,0,853124,73.05,,S
362,0,3,"Davis, Master. James",male,38.3,0,0,77247,6.98,,S
363,0,3,"Williams, Master. Edward",male,2.9,1,2,55959,15.68,E182,Q
364,0,1,"Miller, Mr. George",male,,3,1,783619,9.37,C26,S
365,1,1,"Jones, Dr. Elizabeth",female,37.2,1,0,529546,107.71,D26,S
366,0,3,"Garcia, Dr. George",male,11.7,4,0,315836,8.8,,S
367,1,3,"Jackson, Ms. Minnie",female,19.0,3,3,618837,8.99,,S
368,1,3,"Garcia, Ms. Bertha",female,13.8,0,0,244102,16.72,,S
369,0,3,"Jones, Master. Frank",male,36.4,1,0,206189,7.88,,Q
370,1,1,"Garcia, Mrs. Alice",female,,3,2,373802,64.16,,S
371,1,2,"Jackson, Mrs. Margaret",female,,4,0,896772,19.56,,S
372,0,3,"Moore, Dr. Edward",male,,4,2,769479,12.02,,S
373,0,2,"Garcia, Mr. Joseph",male,19.6,4,2,198194,17.33,,S
374,0,3,"Davis, Mr. Joseph",male,41.5,0,2,566103,4.72,,S
375,0,3,"Jackson, Dr. John",male,9.8,3,1,885668,7.32,,S
376,1,3,"Garcia, Rev. George",male,45.3,0,3,952100,15.21,,S
377,0,3,"Brown, Ms. Emma",female,25.6,0,2,765359,10.77,,C
378,0,2,"Martin, Master. George",male,16.1,3,1,137572,23.74,,C
379,1,1,"Johnson, Mr. John",male,28.5,2,0,248335,76.5,,S
380,1,1,"Thomas, Dr. Anna",female,26.8,3,1,226421,64.76,C168,Q
381,1,3,"Garcia, Rev. Charles",male,10.7,4,0,159236,16.67,,S
382,1,1,"Martin, Miss. Mary",female,,0,0,183572,78.65,F173,S
383,1,1,"Moore, Miss. Minnie",female,20.8,2,1,323070,71.13,G170,C
384,1,1,"Martin, Master. Charles",male,7.5,4,0,559954,116.5,F84,S
385,1,1,"Taylor, Rev. Henry",male,32.7,2,0,403970,62.91,D128,S
386,1,3,"Taylor, Ms. Ida",female,4.4,2,1,426607,8.31,,C
387,1,2,"Jones, Ms. Sarah",female,21.0,2,2,253326,20.57,,S
388,1,3,"Smith, Dr. Elizabeth",female,15.1,4,0,159527,10.5,,C
389,1,1,"Brown, Dr. William",male,25.8,0,1,998901,91.85,B39,S
390,0,3,"Miller, Mrs. Alice",female,50.0,4,0,603005,18.19,,C
391,1,2,"Williams, Ms. Minnie",female,30.7,4,0,237355,22.91,,S
392,0,2,"Martin, Mr. William",male,32.9,4,0,811888,3.44,,S
393,0,3,"Williams, Dr. George",male,,2,1,832327,11.7,,S
394,0,3,"Moore, Mrs. Sarah",female,18.2,2,2,967111,10.64,,C
395,1,3,"Jones, Mr. James",male,,1,3,167526,10.66,,S
396,1,1,"Martin, Mr. Edward",male,23.7,1,2,643569,91.45,,C
397,1,1,"Moore, Ms. Ida",female,50.7,4,2,980441,83.35,F69,S
398,0,3,"Moore, Mr. John",male,11.6,2,3,808602,10.31,A164,S
399,0,2,"Wilson, Mr. Joseph",male,,3,1,233267,24.9,E191,S
400,0,3,"Jones, Mr. George",male,,0,3,894102,8.51,,S
401,0,3,"Wilson, Master. William",male,,3,3,427471,7.02,,Q
402,1,3,"Brown, Ms. Alice",female,18.3,3,2,494029,21.61,,S
403,1,3,"Davis, Miss. Alice",female,22.7,4,3,562977,7.87,,S
404,1,3,"Rodriguez, Mr. Edward",male,,0,0,773677,10.87,G151,S
405,1,1,"Thomas, Dr. Alice",female,,2,3,129082,40.12,G109,S
406,0,1,"Smith, Dr. Alice",female,44.8,2,2,543860,87.63,C154,S
407,0,3,"Thomas, Rev. Joseph",male,28.9,2,0,818651,7.07,,C
408,1,3,"Jones, Mrs. Alice",female,24.9,0,0,553017,8.87,,S
409,0,2,"Rodriguez, Rev. Edward",male,24.8,2,2,281938,28.0,G80,S
410,1,2,"Moore, Miss. Ida",female,39.6,1,1,65721,23.89,,S
411,0,3,"Davis, Dr. Mary",female,23.2,3,1,553776,12.59,,S
412,1,3,"Thomas, Ms. Margaret",female,22.3,1,1,706316,3.99,E40,S
413,1,3,"Rodriguez, Master. George",male,,2,3,554136,17.25,,S
414,1,2,"Jackson, Mrs. Mary",female,50.4,3,1,979558,11.95,,S
415,0,2,"Thomas, Mr. John",male,13.9,0,0,606613,31.47,B62,C
416,0,3,"Jones, Mr. Charles",male,35.2,3,1,513145,14.25,,Q
417,1,2,"Miller, Rev. George",male,7.3,3,0,64931,24.64,,Q
418,1,3,"Garcia, Mrs. Sarah",female,28.6,0,2,563010,7.36,,C
419,0,3,"Johnson, Master. George",male,44.9,0,3,176932,11.06,,S
420,0,1,"Wilson, Ms. Margaret",female,44.8,4,3,727488,70.32,C14,C
421,1,1,"Martin, Ms. Mary",female,40.4,1,2,169580,85.06,,S
422,1,1,"Smith, Dr. William",male,30.2,4,3,907628,76.84,F31,S
423,0,3,"Jones, Mr. George",male,26.4,2,1,309030,3.01,,S
424,0,3,"Miller, Master. William",male,23.0,1,2,439643,14.62,,S
425,1,1,"Johnson, Master. George",male,27.0,1,0,153464,81.81,,Q
426,1,3,"Miller, Mrs. Minnie",female,22.5,3,2,218592,8.72,,C
427,1,3,"Brown, Mr. Thomas",male,28.4,0,2,922701,8.44,,S
428,1,3,"Johnson, Dr. Sarah",female,16.8,2,0,290850,11.82,,S
429,1,3,"Moore, Master. Frank",male,16.3,1,2,517824,7.22,,S
430,1,1,"Rodriguez, Ms. Elizabeth",female,,0,2,981584,17.74,,S
431,1,1,"Jackson, Mrs. Emma",female,43.5,1,1,627338,96.2,D55,C
432,0,3,"Martin, Miss. Emma",female,32.5,2,2,51224,12.41,,Q
433,0,1,"Thomas, Mrs. Ida",female,41.2,3,1,363912,78.32,C173,S
434,1,3,"Moore, Ms. Emma",female,37.6,0,1,392984,6.28,,S
435,1,1,"Brown, Rev. Joseph",male,39.2,4,0,283483,86.82,,S
436,0,1,"Martin, Dr. William",male,43.5,4,1,248767,41.04,D157,S
437,0,1,"Jones, Master. James",male,42.3,3,3,508144,53.93,G186,S
438,0,2,"Rodriguez, Dr. Thomas",male,,4,3,383270,15.11,,S
439,1,1,"Moore, Miss. Alice",female,30.6,2,2,301379,109.07,,S
440,1,1,"Johnson, Miss. Sarah",female,69.0,4,2,418852,73.51,B190,S
441,0,3,"Jones, Ms. Elizabeth",female,20.6,3,2,350209,8.85,,S
442,0,2,"Moore, Rev. Thomas",male,22.0,2,1,236451,34.52,,C
443,1,2,"Brown, Mrs. Anna",female,35.2,0,1,458222,23.03,,S
444,0,1,"Jones, Dr. Henry",male,41.5,2,2,942877,94.19,G65,C
445,0,2,"Brown, Rev. Frank",male,13.1,4,3,510675,17.85,C122,S
446,1,2,"Martin, Dr. Alice",female,43.5,4,1,601580,16.22,,S
447,1,3,"Miller, Mrs. Alice",female,24.9,2,2,984469,3.0,,S
448,0,1,"Rodriguez, Mr. Frank",male,22.4,1,1,617474,112.75,B136,S
449,0,3,"Brown, Mr. John",male,40.3,3,1,231089,12.15,,S
450,1,3,"Garcia, Mr. William",male,33.5,0,1,404488,9.84,,S
451,1,1,"Moore, Master. Joseph",male,20.3,0,0,493095,80.16,,S
452,1,1,"Garcia, Ms. Margaret",female,62.9,2,1,480034,105.89,A16,Q
453,1,1,"Jackson, Miss. Alice",female,47.2,4,2,158016,38.38,B188,S
454,1,3,"Thomas, Mr. William",male,,1,2,114777,8.33,,S
455,0,1,"Martin, Mr. Charles",male,60.3,2,3,356498,50.71,B72,C
456,0,3,"Brown, Mr. Joseph",male,,1,0,915118,17.01,,S
457,1,3,"Taylor, Miss. Bertha",female,25.7,2,3,720136,13.72,,S
458,1,3,"Jones, Dr. Joseph",male,18.1,0,3,843300,3.0,,C
459,1,3,"Johnson, Mrs. Elizabeth",female,33.0,2,1,182717,4.94,,S
460,1,3,"Thomas, Mrs. Bertha",female,,2,1,420130,10.01,,S
461,1,1,"Smith, Mr. William",male,38.2,1,1,585537,70.28,D73,S
462,0,2,"Martin, Dr. Thomas",male,20.5,1,2,439972,11.0,,S
463,1,2,"Jones, Dr. Minnie",female,,3,3,422533,34.45,,Q
464,0,3,"Garcia, Mr. Thomas",male,25.2,0,2,366193,11.65,,S
465,1,3,"Williams, Master. James",male,,0,2,61063,12.24,G8,S
466,0,3,"Smith, Dr. Alice",female,8.3,0,2,858649,7.96,,S
467,0,1,"Thomas, Mrs. Ida",female,45.9,4,0,933743,105.49,,S
468,0,3,"Wilson, Ms. Minnie",female,0.4,1,2,90038,9.1,,S
469,0,3,"Taylor, Master. William",male,28.5,0,0,419466,9.46,,S
470,0,3,"Thomas, Rev. James",male,,4,3,522654,12.75,,C
471,1,3,"Moore, Dr. Henry",male,,0,3,786086,4.51,,S
472,1,2,"Brown, Rev. John",male,,1,2,986878,31.96,,C
473,1,2,"Johnson, Rev. Henry",male,37.9,0,1,422149,21.81,,S
474,1,3,"Moore, Master. Charles",male,21.2,3,2,751433,15.21,,S
475,1,1,"Garcia, Dr. Joseph",male,39.6,3,2,937985,52.51,B151,S
476,1,2,"Jackson, Mr. William",male,38.8,3,2,831993,13.88,,C
477,0,1,"Thomas, Dr. James",male,,1,2,297565,49.96,A164,S
478,0,1,"Thomas, Rev. William",male,52.0,1,0,819314,91.58,E179,S
479,0,3,"Martin, Mrs. Emma",female,,4,0,418107,10.74,,C
480,0,3,"Martin, Mr. Charles",male,,4,1,27346,8.79,,S
481,1,2,"Garcia, Rev. James",male,,0,2,761274,13.22,,S
482,1,2,"Thomas, Mr. William",male,37.9,3,1,837047,11.41,,S
483,0,2,"Smith, Dr. John",male,53.0,4,2,350230,20.15,,S
484,0,3,"Thomas, Mr. Joseph",male,16.8,2,1,456424,8.79,,S
485,0,3,"Wilson, Mr. Edward",male,9.5,3,3,370713,7.98,,S
486,0,3,"Jackson, Dr. Charles",male,,0,1,125856,16.19,,Q
487,0,2,"Miller, Master. John",male,37.9,0,3,994873,19.91,,S
488,1,2,"Brown, Master. Charles",male,36.0,0,1,32387,29.61,,S
489,0,3,"Rodriguez, Master. William",male,27.2,0,1,560057,8.54,,Q
490,0,3,"Garcia, Mr. George",male,12.5,4,2,24780,11.4,,S
491,0,3,"Johnson, Miss. Margaret",female,35.2,3,1,692485,10.3,,S
492,0,3,"Davis, Miss. Bertha",female,11.3,3,0,901839,4.26,C154,S
493,1,3,"Jones, Dr. Ida",female,,1,1,647026,15.75,,S
494,0,2,"Thomas, Dr. Henry",male,64.3,4,3,610106,19.53,,S
495,0,2,"Miller, Miss. Alice",female,34.4,0,0,829644,25.86,E129,Q
496,1,2,"Johnson, Dr. James",male,37.0,4,1,974491,15.1,,C
497,1,1,"Williams, Mr. Edward",male,31.1,0,2,863205,79.34,G136,S
498,1,1,"Thomas, Dr. Anna",female,,0,2,239109,58.65,,S
499,0,3,"Wilson, Master. Frank",male,18.8,0,1,567623,15.04,,C
500,1,2,"Martin, Rev. Frank",male,16.9,3,0,820620,22.73,F67,S
501,1,1,"Thomas, Miss. Mary",female,17.7,1,0,301610,95.02,F70,C
502,0,3,"Davis, Miss. Minnie",female,,2,1,678444,15.49,,S
503,1,3,"Jones, Mrs. Emma",female,29.3,2,3,32572,14.75,,S
504,1,2,"Williams, Rev. James",male,34.6,3,0,878558,25.99,,C
505,1,3,"Jackson, Dr. George",male,22.3,1,3,618258,5.28,,S
506,0,3,"Rodriguez, Mrs. Mary",female,,0,2,745681,7.94,,S
507,0,3,"Thomas, Rev. Edward",male,37.6,1,0,827213,6.81,,C
508,1,3,"Miller, Dr. Alice",female,25.6,1,1,226590,13.17,,S
509,0,1,"Johnson, Mr. John",male,,3,0,456033,89.23,C69,S
510,0,3,"Davis, Mr. Edward",male,23.6,3,3,860056,5.39,,S
511,1,2,"Smith, Dr. George",male,25.9,0,2,173058,19.15,,S
512,1,3,"Williams, Ms. Sarah",female,,3,1,824239,5.01,,S
513,0,3,"Wilson, Dr. Joseph",male,,0,1,295200,10.3,,S
514,1,1,"Brown, Mr. Charles",male,34.3,3,2,579752,35.42,,S
515,1,1,"Martin, Mr. Thomas",male,,1,0,514888,99.78,D105,C
516,0,3,"Brown, Master. Joseph",male,10.6,1,1,689627,11.89,E181,S
517,0,3,"Garcia, Rev. William",male,25.6,2,0,838313,17.51,,S
518,1,1,"Miller, Miss. Sarah",female,38.8,1,2,355487,333.87,A174,S
519,0,3,"Taylor, Rev. Thomas",male,0.4,3,2,180035,8.95,,C
520,0,3,"Davis, Dr. Margaret",female,15.0,4,1,428599,13.51,,S
521,0,3,"Moore, Ms. Elizabeth",female,30.9,4,0,616027,5.36,,C
522,0,3,"Jackson, Dr. Frank",male,30.6,2,1,752937,6.96,,S
523,0,1,"Jones, Rev. James",male,21.8,2,3,755834,94.02,G30,S
524,1,3,"Moore, Mr. Edward",male,27.9,2,0,346560,3.0,,Q
525,1,2,"Williams, Dr. Henry",male,42.3,3,0,936686,20.23,,C
526,1,3,"Wilson, Rev. Thomas",male,35.3,2,0,92337,6.75,,S
527,1,2,"Garcia, Miss. Elizabeth",female,28.9,2,3,125536,21.23,D92,S
528,0,3,"Smith, Mrs. Ida",female,,2,0,34522,6.54,,S
529,0,2,"Taylor, Dr. Elizabeth",female,22.4,1,2,927126,23.54,,S
530,0,1,"Rodriguez, Rev. George",male,,2,3,188317,84.77,,C
531,1,3,"Johnson, Mrs. Anna",female,28.3,3,2,605452,15.65,C192,C
532,0,3,"Jackson, Miss. Bertha",female,33.6,2,1,814822,10.52,E51,S
533,0,3,"Rodriguez, Rev. Joseph",male,27.6,4,0,769033,7.68,,S
534,1,3,"Jones, Mrs. Alice",female,,4,0,949354,9.59,,S
535,0,3,"Martin, Mr. Thomas",male,27.1,2,0,63236,5.56,,S
536,0,3,"Jones, Mr. Henry",male,35.4,4,3,413002,11.99,,C
537,1,1,"Martin, Mr. Henry",male,50.2,0,0,511086,101.58,B94,S
538,0,3,"Thomas, Mr. Joseph",male,16.3,4,0,699186,19.57,E120,S
539,0,3,"Johnson, Master. Joseph",male,4.3,1,3,626402,8.21,,S
540,1,2,"Williams, Miss. Ida",female,48.5,2,1,564349,18.58,,Q
541,1,1,"Smith, Mrs. Mary",female,,1,1,313765,67.23,,S
542,0,3,"Williams, Rev. Edward",male,5.4,2,2,115409,11.28,,S
543,0,3,"Martin, Dr. Sarah",female,,1,2,437333,11.9,,S
544,0,3,"Jackson, Miss. Minnie",female,35.3,3,3,267060,10.3,,S
545,0,3,"Rodriguez, Dr. Edward",male,22.6,0,1,558754,14.49,,S
546,0,3,"Thomas, Master. Charles",male,19.9,4,2,799154,8.23,,S
547,0,2,"Martin, Master. John",male,,4,3,557021,27.58,,S
548,0,2,"Garcia, Master. William",male,,2,1,587211,24.36,,S
549,1,2,"Taylor, Miss. Emma",female,20.4,2,1,51442,20.41,D95,C
550,1,1,"Moore, Mr. John",male,41.0,3,3,648201,74.92,A31,S
551,0,3,"Wilson, Dr. Charles",male,30.7,0,0,445086,19.42,,S
552,0,3,"Thomas, Master. Joseph",male,32.0,3,0,132460,7.5,,S
553,0,2,"Smith, Mr. Henry",male,,1,2,221679,22.64,B5,C
554,0,2,"Garcia, Dr. Mary",female,32.4,3,3,782935,15.12,,C
555,0,3,"Martin, Master. George",male,31.9,1,0,917527,17.06,,C
556,1,1,"Moore, Mr. George",male,34.4,3,3,512645,110.33,G142,S
557,1,3,"Johnson, Master. Thomas",male,26.8,3,3,976813,8.01,,S
558,1,3,"Taylor, Dr. Edward",male,27.3,1,3,188238,12.38,,S
559,0,3,"Jackson, Rev. Henry",male,28.6,3,1,306650,11.45,,S
560,1,1,"Williams, Dr. George",male,,2,1,930764,68.98,C78,S
561,1,3,"Wilson, Mr. Joseph",male,32.7,1,2,183433,13.29,,S
562,1,2,"Thomas, Mr. Charles",male,30.5,2,0,662786,23.29,,S
563,1,3,"Miller, Miss. Minnie",female,,4,3,227308,11.29,D52,S
564,1,1,"Davis, Mrs. Alice",female,38.9,0,2,337865,82.96,,S
565,0,3,"Smith, Dr. Anna",female,25.7,4,1,482974,12.08,,S
566,1,3,"Brown, Ms. Ida",female,28.3,4,2,366387,11.34,,C
567,1,1,"Miller, Mrs. Alice",female,68.9,2,2,875759,85.94,,S
568,1,1,"Martin, Mr. James",male,30.7,3,2,973060,65.31,G140,C
569,1,1,"Jones, Mr. George",male,43.9,1,3,505035,134.12,B155,S
570,1,2,"Williams, Mr. Joseph",male,42.8,0,3,529964,12.96,,C
571,1,1,"Martin, Mr. Joseph",male,39.4,2,3,64838,96.8,A192,C
572,1,3,"Miller, Mrs. Sarah",female,54.1,4,2,241860,9.32,,S
573,0,2,"Garcia, Mr. Edward",male,,1,2,49486,33.12,D13,Q
574,1,3,"Brown, Dr. Sarah",female,29.9,3,1,858081,7.18,,S
575,0,3,"Moore, Dr. Anna",female,,3,0,235116,7.8,,S
576,1,1,"Wilson, Dr. Thomas",male,33.1,3,1,347227,55.62,D54,C
577,1,3,"Martin, Ms. Elizabeth",female,,1,3,844342,11.69,,S
578,0,3,"Williams, Dr. John",male,36.2,1,0,716156,5.45,,S
579,1,3,"Williams, Mrs. Emma",female,,2,2,625265,8.74,,S
580,0,2,"Moore, Mr. Thomas",male,45.1,4,0,48087,5.06,C176,S
581,0,2,"Martin, Dr. Joseph",male,28.9,4,1,567327,22.23,,S
582,1,1,"Thomas, Rev. Thomas",male,33.3,2,0,565282,69.46,F111,S
583,0,3,"Moore, Dr. Joseph",male,58.4,4,2,325779,5.03,,S
584,0,3,"Johnson, Dr. Frank",male,30.7,2,3,747478,14.49,,S
585,1,3,"Jones, Mrs. Emma",female,17.4,1,3,930130,5.69,,S
586,1,1,"Johnson, Miss. Bertha",female,28.3,0,2,266445,107.69,,S
587,1,3,"Miller, Master. John",male,14.7,3,0,337866,7.92,,S
588,0,2,"Davis, Dr. William",male,41.2,3,2,329111,31.99,,S
589,0,3,"Jones, Mr. James",male,21.6,4,0,836594,13.25,,S
590,1,1,"Moore, Dr. Edward",male,,3,1,86992,54.49,E106,C
591,1,3,"Jones, Ms. Ida",female,25.2,0,2,896943,7.13,E28,Q
592,0,3,"Jackson, Rev. James",male,34.8,2,2,777283,12.73,,S
593,0,1,"Taylor, Rev. Henry",male,26.1,3,0,488501,76.47,E149,S
594,1,1,"Brown, Rev. Frank",male,22.9,2,3,587684,79.21,A100,C
595,0,3,"Wilson, Rev. Joseph",male,,2,1,895345,15.18,,C
596,0,1,"Williams, Mr. Charles",male,46.4,4,3,772137,62.14,,S
597,0,3,"Taylor, Miss. Emma",female,30.0,3,2,284034,10.84,B164,S
598,0,3,"Taylor, Dr. Ida",female,,3,2,59896,14.01,,S
599,1,3,"Rodriguez, Miss. Sarah",female,,2,2,661848,13.47,,S
600,1,2,"Rodriguez, Mrs. Ida",female,21.1,1,3,154349,19.35,,Q
601,1,2,"Johnson, Mr. John",male,23.7,2,0,97084,18.43,F19,S
602,1,1,"Williams, Mrs. Elizabeth",female,24.8,4,2,982470,32.96,B54,S
603,0,3,"Davis, Mrs. Elizabeth",female,41.6,3,0,479194,6.62,,S
604,1,2,"Jackson, Mrs. Minnie",female,37.6,3,1,654337,22.78,,C
605,1,1,"Jones, Ms. Minnie",female,46.5,0,3,225158,80.14,,S
606,0,2,"Miller, Ms. Emma",female,45.0,4,3,110681,21.04,,C
607,0,3,"Thomas, Miss. Elizabeth",female,59.8,1,1,72135,14.32,,S
608,0,1,"Williams, Master. Charles",male,,4,1,360821,49.21,G159,S
609,0,3,"Wilson, Dr. Alice",female,17.1,2,2,13688,9.63,,S
610,1,3,"Rodriguez, Master. John",male,18.6,4,1,425854,11.19,G30,S
611,0,3,"Jackson, Master. James",male,15.8,4,0,331504,7.91,,Q
612,1,3,"Johnson, Dr. Ida",female,13.1,3,1,531564,15.76,F108,S
613,0,3,"Rodriguez, Mrs. Anna",female,22.4,4,1,593634,13.84,,S
614,0,3,"Martin, Ms. Mary",female,11.4,3,2,315346,11.57,,S
615,1,1,"Wilson, Master. James",male,42.7,4,3,460677,137.08,A133,S
616,1,3,"Brown, Dr. Mary",female,,0,2,87316,4.99,,S
617,1,3,"Taylor, Mrs. Elizabeth",female,31.8,0,1,308751,10.47,,C
618,1,3,"Smith, Master. Charles",male,32.1,2,2,978409,11.85,A106,S
619,0,3,"Moore, Mr. James",male,33.2,4,3,991287,7.14,,S
620,1,3,"Rodriguez, Master. James",male,21.5,3,1,490950,11.61,,S
621,0,3,"Wilson, Dr. Emma",female,51.5,2,1,940128,6.43,E86,S
622,0,3,"Brown, Dr. Thomas",male,,2,0,506288,13.04,,S
623,1,3,"Miller, Miss. Minnie",female,3.7,3,3,134396,14.39,,S
624,1,2,"Wilson, Master. William",male,18.0,4,3,869223,22.45,C16,S
625,0,2,"Miller, Mrs. Alice",female,9.1,4,0,420955,7.21,,S
626,0,2,"Davis, Dr. Joseph",male,30.2,0,1,616304,13.56,,C
627,1,1,"Taylor, Miss. Mary",female,36.3,2,1,652357,100.84,,C
628,1,1,"Davis, Master. Frank",male,,1,3,314955,84.82,F31,S
629,0,3,"Williams, Mr. Edward",male,,3,0,736155,3.0,,S
630,0,2,"Wilson, Miss. Ida",female,36.6,2,0,506293,29.42,,S
631,0,3,"Johnson, Miss. Bertha",female,34.7,4,1,372708,11.0,,S
632,0,3,"Williams, Miss. Anna",female,14.8,2,2,304935,7.49,,S
633,0,1,"Johnson, Dr. Joseph",male,24.0,3,0,748818,113.52,E78,S
634,1,1,"Wilson, Rev. Thomas",male,38.5,0,2,256847,64.23,A10,C
635,0,1,"Rodriguez, Rev. William",male,40.4,4,2,132908,63.91,,S
636,0,3,"Wilson, Master. William",male,3.7,0,3,882927,11.82,,S
637,1,1,"Thomas, Dr. Anna",female,35.5,1,0,338494,136.69,A136,S
638,0,3,"Davis, Ms. Alice",female,26.2,4,0,644621,16.47,,S
639,0,3,"Jones, Miss. Elizabeth",female,23.4,4,0,719268,11.82,,S
640,0,3,"Brown, Mrs. Margaret",female,16.2,2,3,839954,12.2,,S
641,1,1,"Williams, Miss. Minnie",female,30.4,2,2,629425,107.53,B151,S
642,1,1,"Garcia, Dr. Minnie",female,,0,2,710861,47.16,E51,C
643,0,1,"Jones, Master. James",male,39.3,4,3,838837,103.18,C165,C
644,0,1,"Jackson, Master. Thomas",male,46.5,0,2,943927,62.57,,S
645,1,1,"Thomas, Miss. Alice",female,53.1,0,0,56388,93.59,D114,Q
646,1,3,"Johnson, Dr. Sarah",female,22.5,2,2,745820,9.66,,S
647,0,3,"Brown, Dr. Edward",male,20.5,0,2,182647,12.34,,C
648,0,3,"Thomas, Mr. Frank",male,,0,0,892363,10.93,,S
649,0,3,"Taylor, Dr. Ida",female,33.3,3,2,58009,3.0,,S
650,0,1,"Thomas, Dr. George",male,31.9,3,1,254304,89.47,,S
651,0,3,"Smith, Dr. Henry",male,35.5,1,0,200192,12.86,,S
652,1,3,"Jones, Dr. Margaret",female,37.8,3,1,607382,12.14,,S
653,0,3,"Garcia, Dr. Elizabeth",female,41.5,3,1,14239,10.12,,S
654,1,3,"Garcia, Rev. James",male,47.3,1,1,26854,16.53,,S
655,1,2,"Smith, Ms. Emma",female,19.6,3,1,509167,22.73,,S
656,0,1,"Jackson, Rev. Joseph",male,38.2,2,2,971947,97.1,,S
657,1,1,"Taylor, Miss. Emma",female,38.2,4,1,533030,114.98,,Q
658,1,2,"Brown, Master. Edward",male,,0,1,451469,474.23,,S
659,0,3,"Williams, Master. Frank",male,18.2,1,3,661312,7.2,,Q
660,1,2,"Thomas, Mr. George",male,12.2,1,0,556289,3.0,F9,S
661,1,3,"Davis, Dr. Thomas",male,,1,1,391062,8.75,,S
662,1,3,"Taylor, Dr. Margaret",female,16.8,4,0,592663,13.3,,S
663,1,1,"Rodriguez, Rev. William",male,39.2,3,3,13175,73.79,F29,S
664,0,2,"Garcia, Dr. James",male,20.5,2,0,252042,26.25,,S
665,0,3,"Jackson, Rev. Edward",male,12.8,2,3,677151,11.05,,C
666,1,3,"Brown, Dr. Ida",female,28.8,4,0,348135,15.23,,S
667,0,2,"Brown, Dr. Emma",female,31.8,2,1,63748,18.38,,C
668,1,1,"Brown, Miss. Alice",female,46.1,1,2,133196,97.98,,S
669,0,3,"Johnson, Dr. John",male,52.2,0,3,867507,12.36,,S
670,0,1,"Wilson, Master. John",male,41.9,1,0,336281,128.45,E100,S
671,0,3,"Rodriguez, Master. Thomas",male,31.8,3,0,32427,4.23,,Q
672,1,1,"Garcia, Rev. John",male,,2,3,731516,70.69,B143,S
673,1,1,"Davis, Miss. Ida",female,20.0,2,1,535169,109.21,B12,S
674,1,3,"Jackson, Dr. Alice",female,45.0,2,0,456871,16.18,,S
675,0,3,"Martin, Dr. John",male,14.9,4,2,895967,11.38,,S
676,0,3,"Thomas, Dr. Edward",male,13.5,4,0,320586,9.42,,Q
677,1,2,"Garcia, Dr. Margaret",female,29.5,0,3,576764,25.93,,C
678,1,3,"Rodriguez, Rev. Charles",male,24.9,0,3,747450,13.69,,S
679,0,3,"Taylor, Rev. Edward",male,15.2,1,3,612331,9.18,,Q
680,0,3,"Johnson, Mr. Charles",male,22.3,4,1,215893,11.71,,C
681,0,2,"Wilson, Master. George",male,44.8,2,0,684794,28.97,,S
682,0,1,"Taylor, Mr. Frank",male,26.7,4,1,745965,139.91,,S
683,1,3,"Miller, Mr. Frank",male,9.3,3,1,131184,13.23,,S
684,1,1,"Rodriguez, Dr. William",male,51.2,2,3,173793,85.5,B114,S
685,1,3,"Martin, Dr. Anna",female,31.9,1,2,678177,10.3,,S
686,1,1,"Martin, Mr. John",male,,1,3,127790,100.63,B184,S
687,0,3,"Taylor, Master. Charles",male,,0,3,881550,10.07,,Q
688,0,3,"Jones, Ms. Emma",female,17.1,2,2,118471,11.2,,Q
689,1,3,"Wilson, Dr. Bertha",female,25.3,1,0,974477,6.61,E183,S
690,0,3,"Johnson, Dr. Charles",male,,1,0,674798,15.27,,S
691,1,1,"Johnson, Rev. Joseph",male,23.5,0,0,448621,50.6,,S
692,1,3,"Johnson, Ms. Ida",female,,3,2,275710,8.91,,S
693,0,3,"Thomas, Rev. Frank",male,34.1,4,0,351059,10.86,,S
694,0,3,"Johnson, Rev. John",male,0.4,2,3,751027,17.82,,S
695,0,2,"Brown, Mrs. Mary",female,42.4,2,0,755775,17.47,,S
696,1,3,"Martin, Master. William",male,11.8,4,3,216571,8.05,C198,S
697,0,3,"Thomas, Mrs. Alice",female,30.0,2,2,547445,8.48,,S
698,0,3,"Garcia, Master. Thomas",male,29.0,3,0,993006,16.6,,S
699,0,2,"Taylor, Mrs. Alice",female,,2,0,264731,3.0,,Q
700,0,3,"Jones, Rev. Thomas",male,32.6,2,1,696469,6.81,,S
701,0,3,"Wilson, Dr. Edward",male,0.4,2,1,180436,20.54,,S
702,1,3,"Miller, Mr. John",male,16.6,3,1,835742,12.67,A64,S
703,1,2,"Wilson, Dr. Joseph",male,31.7,3,2,178527,12.56,,S
